customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
CUST00469,19,3,1886.95,5,3,3,533,Regular Customers
CUST00470,166,5,3508.62,1,4,4,144,Loyal Customers
CUST00471,126,1,307.23,2,1,1,211,At Risk
CUST00472,114,3,2846.8,2,3,4,234,Regular Customers
CUST00473,121,6,3513.72,2,5,4,254,Loyal Customers
CUST00474,22,3,1652.35,4,3,3,433,Regular Customers
CUST00475,39,9,6843.600799999998,4,5,5,455,Champions
CUST00476,140,7,6233.25,2,5,5,255,Loyal Customers
CUST00477,60,4,3034.67,3,4,4,344,Loyal Customers
CUST00478,31,2,862.04,4,2,2,422,Recent Customers
CUST00479,269,1,319.34,1,1,1,111,At Risk
CUST00480,148,7,4227.82,1,5,5,155,Loyal Customers
CUST00481,43,2,934.12,4,2,2,422,Recent Customers
CUST00482,32,4,2177.14,4,4,3,443,Loyal Customers
CUST00483,107,7,4120.83,2,5,5,255,Loyal Customers
CUST00484,62,5,5407.55,3,4,5,345,Loyal Customers
CUST00485,228,5,2971.02,1,4,4,144,Loyal Customers
CUST00486,44,1,810.16,4,1,2,412,Recent Customers
CUST00487,29,7,2642.71,4,5,4,454,Champions
CUST00488,217,4,2427.65,1,4,3,143,Loyal Customers
CUST00489,210,1,963.44,1,1,2,112,At Risk
CUST00490,7,1,557.54,5,1,1,511,Recent Customers
CUST00491,97,1,540.89,2,1,1,211,At Risk
CUST00492,61,6,5426.94,3,5,5,355,Loyal Customers
CUST00493,108,2,1757.06,2,2,3,223,At Risk
CUST00494,11,1,660.15,5,1,1,511,Recent Customers
CUST00495,45,2,2001.5900000000001,4,2,3,423,Recent Customers
CUST00496,35,1,1586.18,4,1,3,413,Recent Customers
CUST00497,159,1,1724.62,1,1,3,113,At Risk
CUST00498,24,2,970.31,4,2,2,422,Recent Customers
CUST00499,18,3,2917.37,5,3,4,534,Regular Customers
CUST00500,43,3,3208.81,4,3,4,434,Regular Customers
CUST00501,20,4,2834.75,5,4,4,544,Champions
CUST00502,17,2,1615.2400000000002,5,2,3,523,Recent Customers
CUST00503,48,7,4458.49,3,5,5,355,Loyal Customers
CUST00504,15,1,1602.01,5,1,3,513,Recent Customers
CUST00505,125,1,1027.23,2,1,2,212,At Risk
CUST00506,38,9,8243.95,4,5,5,455,Champions
CUST00507,120,2,2972.5207999999984,2,2,4,224,At Risk
CUST00508,148,1,717.51,1,1,1,111,At Risk
CUST00509,21,1,954.21,4,1,2,412,Recent Customers
CUST00510,162,4,3630.48,1,4,4,144,Loyal Customers
CUST00511,5,4,2778.7,5,4,4,544,Champions
CUST00512,16,4,2468.63,5,4,3,543,Loyal Customers
CUST00513,27,8,5289.39,4,5,5,455,Champions
CUST00514,93,1,1687.55,2,1,3,213,At Risk
CUST00515,6,2,1540.13,5,2,3,523,Recent Customers
CUST00516,27,1,623.59,4,1,1,411,Recent Customers
CUST00517,59,5,2777.25,3,4,4,344,Loyal Customers
CUST00518,23,1,226.9,4,1,1,411,Recent Customers
CUST00519,81,1,412.42,3,1,1,311,Regular Customers
CUST00520,2,5,3130.28,5,4,4,544,Champions
CUST00521,42,7,3626.0699999999997,4,5,4,454,Champions
CUST00522,462,1,1688.22,1,1,3,113,At Risk
CUST00523,29,3,2606.67,4,3,4,434,Regular Customers
CUST00524,11,10,7161.96,5,5,5,555,Champions
CUST00525,220,4,1916.75,1,4,3,143,Loyal Customers
CUST00526,2,1,1131.41,5,1,2,512,Recent Customers
CUST00527,113,6,5554.469999999999,2,5,5,255,Loyal Customers
CUST00528,14,1,556.1,5,1,1,511,Recent Customers
CUST00529,63,1,1129.52,3,1,2,312,Regular Customers
CUST00530,57,3,2183.4300000000003,3,3,3,333,Regular Customers
CUST00531,43,2,648.41,4,2,1,421,Recent Customers
CUST00532,118,4,4563.970799999999,2,4,5,245,Loyal Customers
CUST00533,4,1,149.0,5,1,1,511,Recent Customers
CUST00534,74,5,3110.46,3,4,4,344,Loyal Customers
CUST00535,138,5,5156.9,2,4,5,245,Loyal Customers
CUST00536,55,4,4432.75,3,4,5,345,Loyal Customers
CUST00537,2,1,447.58,5,1,1,511,Recent Customers
CUST00538,70,6,4026.69,3,5,5,355,Loyal Customers
CUST00539,65,8,7275.9407999999985,3,5,5,355,Loyal Customers
CUST00540,56,7,5087.94,3,5,5,355,Loyal Customers
CUST00541,132,5,3404.94,2,4,4,244,Loyal Customers
CUST00542,54,1,576.88,3,1,1,311,Regular Customers
CUST00543,197,4,2320.55,1,4,3,143,Loyal Customers
CUST00544,85,2,2284.46,2,2,3,223,At Risk
CUST00545,1,1,603.57,5,1,1,511,Recent Customers
CUST00546,3,2,2127.37,5,2,3,523,Recent Customers
CUST00547,39,1,1001.24,4,1,2,412,Recent Customers
CUST00548,165,1,858.7,1,1,2,112,At Risk
CUST00549,132,2,1035.57,2,2,2,222,At Risk
CUST00550,11,1,525.8,5,1,1,511,Recent Customers
CUST00551,25,3,1964.0,4,3,3,433,Regular Customers
CUST00552,4,1,567.45,5,1,1,511,Recent Customers
CUST00553,293,4,3183.11,1,4,4,144,Loyal Customers
CUST00554,7,3,1402.26,5,3,2,532,Regular Customers
CUST00555,45,3,1924.03,4,3,3,433,Regular Customers
CUST00556,26,1,936.16,4,1,2,412,Recent Customers
CUST00557,16,6,4460.42,5,5,5,555,Champions
CUST00558,399,2,679.0699999999999,1,2,1,121,At Risk
CUST00559,1,2,1344.49,5,2,2,522,Recent Customers
CUST00560,231,1,1135.13,1,1,2,112,At Risk
CUST00561,4,1,256.33,5,1,1,511,Recent Customers
CUST00562,259,2,899.8599999999999,1,2,2,122,At Risk
CUST00563,105,2,887.86,2,2,2,222,At Risk
CUST00564,130,8,4592.1900000000005,2,5,5,255,Loyal Customers
CUST00565,39,1,275.55,4,1,1,411,Recent Customers
CUST00566,22,1,657.76,4,1,1,411,Recent Customers
CUST00567,3,8,4922.05,5,5,5,555,Champions
CUST00568,34,1,482.12,4,1,1,411,Recent Customers
CUST00569,113,1,430.0,2,1,1,211,At Risk
CUST00570,168,3,2545.7200000000003,1,3,3,133,Regular Customers
CUST00571,32,1,598.14,4,1,1,411,Recent Customers
CUST00572,51,6,3305.75,3,5,4,354,Loyal Customers
CUST00573,125,5,2912.39,2,4,4,244,Loyal Customers
CUST00574,5,7,5871.91,5,5,5,555,Champions
CUST00575,83,1,548.72,3,1,1,311,Regular Customers
CUST00576,46,2,799.27,4,2,2,422,Recent Customers
CUST00577,72,5,3560.2299999999996,3,4,4,344,Loyal Customers
CUST00578,376,2,3054.7200000000003,1,2,4,124,At Risk
CUST00579,10,1,301.68,5,1,1,511,Recent Customers
CUST00580,74,1,713.84,3,1,1,311,Regular Customers
CUST00581,76,2,1527.79,3,2,2,322,Regular Customers
CUST00582,286,1,392.06,1,1,1,111,At Risk
CUST00583,263,4,3652.46,1,4,4,144,Loyal Customers
CUST00584,83,1,591.05,3,1,1,311,Regular Customers
CUST00585,113,8,5368.63,2,5,5,255,Loyal Customers
CUST00586,128,4,1853.61,2,4,3,243,Loyal Customers
CUST00587,18,1,275.79,5,1,1,511,Recent Customers
CUST00588,76,1,649.95,3,1,1,311,Regular Customers
CUST00589,71,5,4196.7699999999995,3,4,5,345,Loyal Customers
CUST00590,140,3,3597.4307999999987,2,3,4,234,Regular Customers
CUST00591,69,2,1767.15,3,2,3,323,Regular Customers
CUST00592,20,2,1084.48,4,2,2,422,Recent Customers
CUST00593,29,5,3602.31,4,4,4,444,Champions
CUST00594,91,1,448.78,2,1,1,211,At Risk
CUST00595,20,5,2849.27,4,4,4,444,Champions
CUST00596,50,4,2927.96,3,4,4,344,Loyal Customers
CUST00597,52,4,3041.18,3,4,4,344,Loyal Customers
CUST00598,7,2,1082.0300000000002,5,2,2,522,Recent Customers
CUST00599,169,4,2898.52,1,4,4,144,Loyal Customers
CUST00600,263,3,1248.1399999999999,1,3,2,132,Regular Customers
CUST00601,70,1,537.85,3,1,1,311,Regular Customers
CUST00602,91,1,171.18,2,1,1,211,At Risk
CUST00603,10,9,4869.21,5,5,5,555,Champions
CUST00604,90,1,761.72,2,1,1,211,At Risk
CUST00605,160,5,3199.79,1,4,4,144,Loyal Customers
CUST00606,120,1,240.15,2,1,1,211,At Risk
CUST00607,249,3,2332.76,1,3,3,133,Regular Customers
CUST00608,27,3,2455.49,4,3,3,433,Regular Customers
CUST00609,6,5,4581.16,5,4,5,545,Champions
CUST00610,22,5,3975.59,4,4,4,444,Champions
CUST00611,235,4,3472.66,1,4,4,144,Loyal Customers
CUST00612,48,2,2120.98,3,2,3,323,Regular Customers
CUST00613,4,6,4895.57,5,5,5,555,Champions
CUST00614,196,1,267.96,1,1,1,111,At Risk
CUST00615,34,1,446.03,4,1,1,411,Recent Customers
CUST00616,36,5,2628.3,4,4,4,444,Champions
CUST00617,14,10,5456.37,5,5,5,555,Champions
CUST00618,92,2,1570.53,2,2,3,223,At Risk
CUST00619,2,5,2211.2000000000003,5,4,3,543,Loyal Customers
CUST00620,90,1,449.48,2,1,1,211,At Risk
CUST00621,92,1,348.53,2,1,1,211,At Risk
CUST00622,180,3,2009.7800000000002,1,3,3,133,Regular Customers
CUST00623,108,4,1945.71,2,4,3,243,Loyal Customers
CUST00624,232,1,270.09,1,1,1,111,At Risk
CUST00625,66,4,2155.58,3,4,3,343,Loyal Customers
CUST00626,9,2,1214.38,5,2,2,522,Recent Customers
CUST00627,75,3,2765.27,3,3,4,334,Regular Customers
CUST00628,59,3,1099.5900000000001,3,3,2,332,Regular Customers
CUST00629,44,1,442.4,4,1,1,411,Recent Customers
CUST00630,93,3,2512.7,2,3,3,233,Regular Customers
CUST00631,68,10,6076.9,3,5,5,355,Loyal Customers
CUST00632,61,1,1078.63,3,1,2,312,Regular Customers
CUST00633,33,1,1619.36,4,1,3,413,Recent Customers
CUST00634,118,4,1711.76,2,4,3,243,Loyal Customers
CUST00635,134,1,1016.46,2,1,2,212,At Risk
CUST00636,72,2,2158.95,3,2,3,323,Regular Customers
CUST00637,60,5,5209.770799999998,3,4,5,345,Loyal Customers
CUST00638,173,6,3093.33,1,5,4,154,Loyal Customers
CUST00639,369,3,2753.19,1,3,4,134,Regular Customers
CUST00640,130,1,641.86,2,1,1,211,At Risk
CUST00641,35,6,5481.38,4,5,5,455,Champions
CUST00642,18,3,1654.45,5,3,3,533,Regular Customers
CUST00643,155,1,1091.34,1,1,2,112,At Risk
CUST00644,78,7,3822.27,3,5,4,354,Loyal Customers
CUST00645,252,3,2730.59,1,3,4,134,Regular Customers
CUST00646,117,6,5934.01,2,5,5,255,Loyal Customers
CUST00647,64,1,507.52,3,1,1,311,Regular Customers
CUST00648,31,1,1298.17,4,1,2,412,Recent Customers
CUST00649,124,6,3181.62,2,5,4,254,Loyal Customers
CUST00650,59,3,2622.0099999999998,3,3,4,334,Regular Customers
CUST00651,34,7,5105.77,4,5,5,455,Champions
CUST00652,75,4,4491.29,3,4,5,345,Loyal Customers
CUST00653,32,2,2037.83,4,2,3,423,Recent Customers
CUST00654,8,6,5827.77,5,5,5,555,Champions
CUST00655,79,8,5295.41,3,5,5,355,Loyal Customers
CUST00656,67,4,3207.37,3,4,4,344,Loyal Customers
CUST00657,63,4,1287.49,3,4,2,342,Regular Customers
CUST00658,219,2,2355.97,1,2,3,123,At Risk
CUST00659,16,1,883.27,5,1,2,512,Recent Customers
CUST00660,43,1,573.43,4,1,1,411,Recent Customers
CUST00661,180,3,1105.96,1,3,2,132,Regular Customers
CUST00662,124,1,852.96,2,1,2,212,At Risk
CUST00663,64,8,5700.78,3,5,5,355,Loyal Customers
CUST00664,20,1,237.27,4,1,1,411,Recent Customers
CUST00665,35,9,6480.29,4,5,5,455,Champions
CUST00666,3,1,540.99,5,1,1,511,Recent Customers
CUST00667,25,5,5036.26,4,4,5,445,Champions
CUST00668,42,2,952.4100000000001,4,2,2,422,Recent Customers
CUST00669,57,3,2774.7599999999998,3,3,4,334,Regular Customers
CUST00670,242,4,3756.69,1,4,4,144,Loyal Customers
CUST00671,2,8,5453.93,5,5,5,555,Champions
CUST00672,141,1,434.37,2,1,1,211,At Risk
CUST00673,118,1,1297.2,2,1,2,212,At Risk
CUST00674,56,8,4178.67,3,5,5,355,Loyal Customers
CUST00675,130,5,6478.51,2,4,5,245,Loyal Customers
CUST00676,6,1,714.17,5,1,1,511,Recent Customers
CUST00677,6,1,291.61,5,1,1,511,Recent Customers
CUST00678,196,2,1145.87,1,2,2,122,At Risk
CUST00679,83,8,6252.95,3,5,5,355,Loyal Customers
CUST00680,215,1,1087.83,1,1,2,112,At Risk
CUST00681,211,1,1372.4,1,1,2,112,At Risk
CUST00682,19,1,1238.23,5,1,2,512,Recent Customers
CUST00683,0,3,3422.7,5,3,4,534,Regular Customers
CUST00684,140,4,2472.73,2,4,3,243,Loyal Customers
CUST00685,2,1,1158.09,5,1,2,512,Recent Customers
CUST00686,127,3,1409.0900000000001,2,3,2,232,Regular Customers
CUST00687,117,5,4129.24,2,4,5,245,Loyal Customers
CUST00688,13,5,3552.34,5,4,4,544,Champions
CUST00689,70,4,4514.3099999999995,3,4,5,345,Loyal Customers
CUST00690,4,5,5697.91,5,4,5,545,Champions
CUST00691,61,3,2927.57,3,3,4,334,Regular Customers
CUST00692,58,3,1850.73,3,3,3,333,Regular Customers
CUST00693,147,5,5954.240799999999,2,4,5,245,Loyal Customers
CUST00694,74,1,345.14,3,1,1,311,Regular Customers
CUST00695,198,1,616.85,1,1,1,111,At Risk
CUST00696,40,5,4776.640799999998,4,4,5,445,Champions
CUST00697,247,4,3657.69,1,4,4,144,Loyal Customers
CUST00698,14,8,5318.95,5,5,5,555,Champions
CUST00699,47,4,2191.5099999999998,3,4,3,343,Loyal Customers
CUST00700,49,4,3589.62,3,4,4,344,Loyal Customers
CUST00701,122,5,5927.570799999999,2,4,5,245,Loyal Customers
CUST00702,77,6,8044.75,3,5,5,355,Loyal Customers
CUST00703,104,1,360.06,2,1,1,211,At Risk
CUST00704,22,4,3057.83,4,4,4,444,Champions
CUST00705,12,1,872.61,5,1,2,512,Recent Customers
CUST00706,2,1,439.07,5,1,1,511,Recent Customers
CUST00707,189,3,2254.12,1,3,3,133,Regular Customers
CUST00708,45,6,5342.67,4,5,5,455,Champions
CUST00709,129,1,1966.47,2,1,3,213,At Risk
CUST00710,16,8,5514.42,5,5,5,555,Champions
CUST00711,19,8,5430.3,5,5,5,555,Champions
CUST00712,4,4,1928.79,5,4,3,543,Loyal Customers
CUST00713,3,9,8956.0608,5,5,5,555,Champions
CUST00714,40,6,2681.75,4,5,4,454,Champions
CUST00715,25,3,954.63,4,3,2,432,Regular Customers
CUST00716,6,6,2828.0600000000004,5,5,4,554,Champions
CUST00717,0,1,884.85,5,1,2,512,Recent Customers
CUST00718,117,2,697.62,2,2,1,221,At Risk
CUST00719,168,4,2610.39,1,4,4,144,Loyal Customers
CUST00720,291,5,3086.61,1,4,4,144,Loyal Customers
CUST00721,14,1,1856.99,5,1,3,513,Recent Customers
CUST00722,30,1,256.54,4,1,1,411,Recent Customers
CUST00723,69,1,546.81,3,1,1,311,Regular Customers
CUST00724,8,2,1014.94,5,2,2,522,Recent Customers
CUST00725,141,3,2162.5,2,3,3,233,Regular Customers
CUST00726,98,10,7976.49,2,5,5,255,Loyal Customers
CUST00727,8,5,3822.01,5,4,4,544,Champions
CUST00728,66,1,396.38,3,1,1,311,Regular Customers
CUST00729,140,1,1324.83,2,1,2,212,At Risk
CUST00730,232,2,1923.08,1,2,3,123,At Risk
CUST00731,136,2,1457.58,2,2,2,222,At Risk
CUST00732,6,1,402.61,5,1,1,511,Recent Customers
CUST00733,66,3,1661.19,3,3,3,333,Regular Customers
CUST00734,89,5,4981.82,2,4,5,245,Loyal Customers
CUST00735,12,4,1973.4,5,4,3,543,Loyal Customers
CUST00736,66,3,1727.68,3,3,3,333,Regular Customers
CUST00737,24,1,872.88,4,1,2,412,Recent Customers
CUST00738,78,1,545.24,3,1,1,311,Regular Customers
CUST00739,24,1,1047.95,4,1,2,412,Recent Customers
CUST00740,261,5,4065.24,1,4,5,145,Loyal Customers
CUST00741,225,3,1798.7,1,3,3,133,Regular Customers
CUST00742,49,2,1288.91,3,2,2,322,Regular Customers
CUST00743,1,5,2957.78,5,4,4,544,Champions
CUST00744,65,2,1108.58,3,2,2,322,Regular Customers
CUST00745,1,1,1077.53,5,1,2,512,Recent Customers
CUST00746,177,2,1625.12,1,2,3,123,At Risk
CUST00747,11,1,1123.87,5,1,2,512,Recent Customers
CUST00748,58,7,4244.5,3,5,5,355,Loyal Customers
CUST00749,11,2,1514.65,5,2,2,522,Recent Customers
CUST00750,49,3,2474.98,3,3,3,333,Regular Customers
CUST00751,15,1,657.24,5,1,1,511,Recent Customers
CUST00752,97,2,1319.5500000000002,2,2,2,222,At Risk
CUST00753,143,1,1093.17,2,1,2,212,At Risk
CUST00754,37,2,3639.05,4,2,4,424,Recent Customers
CUST00755,200,2,1585.3600000000001,1,2,3,123,At Risk
CUST00756,113,3,3223.87,2,3,4,234,Regular Customers
CUST00757,8,3,1807.24,5,3,3,533,Regular Customers
CUST00758,78,10,6808.01,3,5,5,355,Loyal Customers
CUST00759,38,2,1562.24,4,2,3,423,Recent Customers
CUST00760,162,2,1132.19,1,2,2,122,At Risk
CUST00761,193,2,1069.58,1,2,2,122,At Risk
CUST00762,46,2,2784.5699999999997,4,2,4,424,Recent Customers
CUST00763,188,4,3972.9907999999987,1,4,4,144,Loyal Customers
CUST00764,23,4,3245.93,4,4,4,444,Champions
CUST00765,98,3,2692.35,2,3,4,234,Regular Customers
CUST00766,166,2,1783.35,1,2,3,123,At Risk
CUST00767,75,7,3498.46,3,5,4,354,Loyal Customers
CUST00768,21,3,2361.23,4,3,3,433,Regular Customers
CUST00769,18,6,2815.44,5,5,4,554,Champions
CUST00770,27,3,2711.16,4,3,4,434,Regular Customers
CUST00771,90,1,456.76,2,1,1,211,At Risk
CUST00772,190,3,3114.63,1,3,4,134,Regular Customers
CUST00773,71,3,2278.26,3,3,3,333,Regular Customers
CUST00774,101,3,1439.8,2,3,2,232,Regular Customers
CUST00775,23,1,1298.92,4,1,2,412,Recent Customers
CUST00776,135,4,3024.9399999999996,2,4,4,244,Loyal Customers
CUST00777,10,1,720.41,5,1,1,511,Recent Customers
CUST00778,331,4,3444.29,1,4,4,144,Loyal Customers
CUST00779,6,1,416.15,5,1,1,511,Recent Customers
CUST00780,36,4,3232.4,4,4,4,444,Champions
CUST00781,49,1,442.8,3,1,1,311,Regular Customers
CUST00782,194,1,505.28,1,1,1,111,At Risk
CUST00783,232,6,4123.36,1,5,5,155,Loyal Customers
CUST00784,45,5,3103.73,4,4,4,444,Champions
CUST00785,11,6,3144.23,5,5,4,554,Champions
CUST00786,150,5,5359.3,1,4,5,145,Loyal Customers
CUST00787,48,7,5769.13,3,5,5,355,Loyal Customers
CUST00788,49,1,1408.44,3,1,2,312,Regular Customers
CUST00789,55,3,1689.1100000000001,3,3,3,333,Regular Customers
CUST00790,78,1,458.83,3,1,1,311,Regular Customers
CUST00791,230,1,1187.93,1,1,2,112,At Risk
CUST00792,148,6,2976.79,1,5,4,154,Loyal Customers
CUST00793,113,3,2463.2,2,3,3,233,Regular Customers
CUST00794,171,5,2824.37,1,4,4,144,Loyal Customers
CUST00795,138,4,3787.58,2,4,4,244,Loyal Customers
CUST00796,151,3,5019.830799999999,1,3,5,135,Big Spenders
CUST00797,9,5,2975.27,5,4,4,544,Champions
CUST00798,57,10,6339.86,3,5,5,355,Loyal Customers
CUST00799,56,6,3798.88,3,5,4,354,Loyal Customers
CUST00800,12,10,9558.37,5,5,5,555,Champions
CUST00801,76,3,3345.79,3,3,4,334,Regular Customers
CUST00802,201,1,1787.0,1,1,3,113,At Risk
CUST00803,53,7,5289.43,3,5,5,355,Loyal Customers
CUST00804,14,1,969.91,5,1,2,512,Recent Customers
CUST00805,41,1,780.79,4,1,2,412,Recent Customers
CUST00806,21,1,976.95,4,1,2,412,Recent Customers
CUST00807,112,2,1827.0300000000002,2,2,3,223,At Risk
CUST00808,53,5,2738.81,3,4,4,344,Loyal Customers
CUST00809,22,3,1886.26,4,3,3,433,Regular Customers
CUST00810,217,1,528.93,1,1,1,111,At Risk
CUST00811,184,6,3477.9399999999996,1,5,4,154,Loyal Customers
CUST00812,189,1,383.16,1,1,1,111,At Risk
CUST00813,5,9,9628.83,5,5,5,555,Champions
CUST00814,88,3,3408.620799999999,2,3,4,234,Regular Customers
CUST00815,137,3,3282.1400000000003,2,3,4,234,Regular Customers
CUST00816,59,2,2688.92,3,2,4,324,Regular Customers
CUST00817,9,14,10635.4708,5,5,5,555,Champions
CUST00818,147,1,988.84,2,1,2,212,At Risk
CUST00819,28,4,2164.49,4,4,3,443,Loyal Customers
CUST00820,189,2,935.6700000000001,1,2,2,122,At Risk
CUST00821,94,3,1248.56,2,3,2,232,Regular Customers
CUST00822,76,6,4218.62,3,5,5,355,Loyal Customers
CUST00823,146,8,3291.63,2,5,4,254,Loyal Customers
CUST00824,4,4,2566.4900000000002,5,4,4,544,Champions
CUST00825,97,1,410.77,2,1,1,211,At Risk
CUST00826,158,10,8171.4,1,5,5,155,Loyal Customers
CUST00827,57,1,1699.04,3,1,3,313,Regular Customers
CUST00828,90,1,355.91,2,1,1,211,At Risk
CUST00829,62,10,6268.52,3,5,5,355,Loyal Customers
CUST00830,19,3,1613.9499999999998,5,3,3,533,Regular Customers
CUST00831,6,2,994.8299999999999,5,2,2,522,Recent Customers
CUST00832,0,1,716.8,5,1,1,511,Recent Customers
CUST00833,67,1,1142.84,3,1,2,312,Regular Customers
CUST00834,2,4,2049.66,5,4,3,543,Loyal Customers
CUST00835,157,9,6888.030000000001,1,5,5,155,Loyal Customers
CUST00836,9,2,1640.21,5,2,3,523,Recent Customers
CUST00837,15,2,1476.76,5,2,2,522,Recent Customers
CUST00838,9,6,4291.93,5,5,5,555,Champions
CUST00839,162,3,1996.99,1,3,3,133,Regular Customers
CUST00840,58,10,9432.94,3,5,5,355,Loyal Customers
CUST00841,99,8,6394.660799999999,2,5,5,255,Loyal Customers
CUST00842,71,5,5478.280000000001,3,4,5,345,Loyal Customers
CUST00843,45,1,803.69,4,1,2,412,Recent Customers
CUST00844,19,1,410.24,5,1,1,511,Recent Customers
CUST00845,96,4,2758.2200000000003,2,4,4,244,Loyal Customers
CUST00846,41,9,7260.82,4,5,5,455,Champions
CUST00847,4,6,6336.01,5,5,5,555,Champions
CUST00848,4,1,547.18,5,1,1,511,Recent Customers
CUST00849,6,7,4218.23,5,5,5,555,Champions
CUST00850,7,2,2278.0299999999997,5,2,3,523,Recent Customers
CUST00851,0,2,1188.6200000000001,5,2,2,522,Recent Customers
CUST00852,66,3,1379.6599999999999,3,3,2,332,Regular Customers
CUST00853,61,1,318.94,3,1,1,311,Regular Customers
CUST00854,279,3,2249.63,1,3,3,133,Regular Customers
CUST00855,292,1,613.47,1,1,1,111,At Risk
CUST00856,135,1,2235.84,2,1,3,213,At Risk
CUST00857,67,5,5033.19,3,4,5,345,Loyal Customers
CUST00858,90,3,2363.5299999999997,2,3,3,233,Regular Customers
CUST00859,169,4,2159.64,1,4,3,143,Loyal Customers
CUST00860,79,1,1472.26,3,1,2,312,Regular Customers
CUST00861,170,3,1530.88,1,3,2,132,Regular Customers
CUST00862,453,4,3934.7400000000002,1,4,4,144,Loyal Customers
CUST00863,25,4,2928.87,4,4,4,444,Champions
CUST00864,138,2,1042.98,2,2,2,222,At Risk
CUST00865,50,2,1503.1100000000001,3,2,2,322,Regular Customers
CUST00866,26,1,1280.71,4,1,2,412,Recent Customers
CUST00867,15,1,424.64,5,1,1,511,Recent Customers
CUST00868,20,1,832.57,4,1,2,412,Recent Customers
CUST00869,93,6,3202.61,2,5,4,254,Loyal Customers
CUST00870,86,7,5454.610000000001,2,5,5,255,Loyal Customers
CUST00871,122,8,7332.96,2,5,5,255,Loyal Customers
CUST00872,125,3,1959.48,2,3,3,233,Regular Customers
CUST00873,3,4,4213.62,5,4,5,545,Champions
CUST00874,21,1,511.56,4,1,1,411,Recent Customers
CUST00875,30,1,363.1,4,1,1,411,Recent Customers
CUST00876,36,3,1392.13,4,3,2,432,Regular Customers
CUST00877,63,3,1904.33,3,3,3,333,Regular Customers
CUST00878,134,2,2578.68,2,2,4,224,At Risk
CUST00879,155,6,5967.77,1,5,5,155,Loyal Customers
CUST00880,16,4,2399.63,5,4,3,543,Loyal Customers
CUST00881,4,8,9492.15,5,5,5,555,Champions
CUST00882,85,2,894.79,2,2,2,222,At Risk
CUST00883,126,3,6244.060799999998,2,3,5,235,Big Spenders
CUST00884,271,1,365.93,1,1,1,111,At Risk
CUST00885,31,8,6880.8099999999995,4,5,5,455,Champions
CUST00886,1,5,2647.05,5,4,4,544,Champions
CUST00887,9,3,2344.2,5,3,3,533,Regular Customers
CUST00888,108,3,2556.74,2,3,4,234,Regular Customers
CUST00889,44,3,2012.98,4,3,3,433,Regular Customers
CUST00890,24,1,631.59,4,1,1,411,Recent Customers
CUST00891,13,3,3475.43,5,3,4,534,Regular Customers
CUST00892,9,1,360.98,5,1,1,511,Recent Customers
CUST00893,99,2,2269.27,2,2,3,223,At Risk
CUST00894,25,2,1903.85,4,2,3,423,Recent Customers
CUST00895,54,4,1415.7,3,4,2,342,Regular Customers
CUST00896,10,9,7413.08,5,5,5,555,Champions
CUST00897,13,1,584.95,5,1,1,511,Recent Customers
CUST00898,339,6,4353.639999999999,1,5,5,155,Loyal Customers
CUST00899,187,1,574.65,1,1,1,111,At Risk
CUST00900,58,2,1242.65,3,2,2,322,Regular Customers
CUST00901,35,4,2025.21,4,4,3,443,Loyal Customers
CUST00902,6,1,1318.64,5,1,2,512,Recent Customers
CUST00903,42,1,632.18,4,1,1,411,Recent Customers
CUST00904,41,7,5113.860000000001,4,5,5,455,Champions
CUST00905,30,5,5594.75,4,4,5,445,Champions
CUST00906,38,2,1449.41,4,2,2,422,Recent Customers
CUST00907,220,3,2874.51,1,3,4,134,Regular Customers
CUST00908,27,2,2799.02,4,2,4,424,Recent Customers
CUST00909,185,1,615.14,1,1,1,111,At Risk
CUST00910,127,1,1239.32,2,1,2,212,At Risk
CUST00911,30,9,5240.42,4,5,5,455,Champions
CUST00912,138,2,1516.54,2,2,2,222,At Risk
CUST00913,183,3,1818.9,1,3,3,133,Regular Customers
CUST00914,36,3,1633.9099999999999,4,3,3,433,Regular Customers
CUST00915,113,4,2277.22,2,4,3,243,Loyal Customers
CUST00916,20,5,4003.46,4,4,4,444,Champions
CUST00917,286,3,1704.79,1,3,3,133,Regular Customers
CUST00918,236,2,1142.22,1,2,2,122,At Risk
CUST00919,10,2,1976.3400000000001,5,2,3,523,Recent Customers
CUST00920,66,4,3650.77,3,4,4,344,Loyal Customers
CUST00921,195,1,1335.06,1,1,2,112,At Risk
CUST00922,11,1,1131.6,5,1,2,512,Recent Customers
CUST00923,57,7,4149.83,3,5,5,355,Loyal Customers
CUST00924,44,4,3018.21,4,4,4,444,Champions
CUST00925,44,1,464.59,4,1,1,411,Recent Customers
CUST00926,1,3,1704.96,5,3,3,533,Regular Customers
CUST00927,343,1,617.86,1,1,1,111,At Risk
CUST00928,229,1,325.55,1,1,1,111,At Risk
CUST00929,43,1,325.51,4,1,1,411,Recent Customers
CUST00930,59,4,2336.4900000000002,3,4,3,343,Loyal Customers
CUST00931,30,1,1030.44,4,1,2,412,Recent Customers
CUST00932,83,1,688.68,3,1,1,311,Regular Customers
CUST00933,205,3,2102.12,1,3,3,133,Regular Customers
CUST00934,44,10,6237.47,4,5,5,455,Champions
CUST00935,28,5,3594.4,4,4,4,444,Champions
CUST00936,35,2,2188.31,4,2,3,423,Recent Customers
