customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,churn_next_60d,snapshot_date,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,sentiment_score,reopened,resolution_hours,Retention_Priority,churn_flag,retention_value,expected_net_value
CUST00410,1,2,1365.22,5,2,2,522,Recent Customers,0,2025-09-30,16,43,6,3,3,7,0,0,0.21,1.0,2.9,Onboarding & Nurture,0,0.0,-150.0
CUST00411,253,1,1756.76,1,1,3,113,At Risk,1,2025-09-30,1,5,0,0,0,1,0,54,,,,Win-Back Campaign,1,1756.76,1606.76
CUST00412,529,1,1486.51,1,1,2,112,At Risk,1,2025-09-30,0,0,0,0,0,2,0,60,,,,Win-Back Campaign,1,1486.51,1336.51
CUST00413,26,3,1644.89,4,3,3,433,Regular Customers,0,2025-09-30,16,59,8,3,2,9,0,0,-0.8,1.0,20.75,Regular Engagement,0,0.0,-150.0
CUST00414,3,1,311.44,5,1,1,511,Recent Customers,1,2025-09-30,5,30,3,1,2,6,1,0,-0.4,1.0,28.0,Onboarding & Nurture,1,311.44,161.44
CUST00415,120,2,2282.07,2,2,3,223,At Risk,1,2025-09-30,1,3,0,0,0,5,2,11,0.5,0.0,19.0,Win-Back Campaign,1,2282.07,2132.07
CUST00416,28,2,1020.28,4,2,2,422,Recent Customers,0,2025-09-30,4,12,1,1,1,0,0,11,0.14,0.0,12.8,Onboarding & Nurture,0,0.0,-150.0
CUST00417,151,4,2750.0299999999997,1,4,4,144,Loyal Customers,1,2025-09-30,0,0,0,0,0,5,1,28,,,,Engagement Recovery,1,2750.0299999999997,2600.0299999999997
CUST00418,5,2,1919.75,5,2,3,523,Recent Customers,0,2025-09-30,8,36,2,2,1,6,2,0,-1.0,0.0,37.7,Onboarding & Nurture,0,0.0,-150.0
CUST00419,98,2,1795.1,2,2,3,223,At Risk,1,2025-09-30,12,50,3,2,2,5,1,30,,,,Win-Back Campaign,1,1795.1,1645.1
CUST00420,18,4,4050.29,5,4,5,545,Champions,0,2025-09-30,14,82,5,1,1,5,0,0,-1.0,0.0,1.0,Service Recovery,0,0.0,-150.0
CUST00421,0,7,5557.389999999999,5,5,5,555,Champions,0,2025-09-30,4,18,1,1,1,0,0,0,-0.21000000000000002,0.0,24.8,Service Recovery,0,0.0,-150.0
CUST00422,125,2,1075.03,2,2,2,222,At Risk,1,2025-09-30,7,40,2,2,1,0,0,26,,,,Win-Back Campaign,1,1075.03,925.03
CUST00423,135,3,2349.76,2,3,3,233,Regular Customers,1,2025-09-30,1,5,1,0,0,2,0,39,,,,Regular Engagement,1,2349.76,2199.76
CUST00424,113,2,1297.49,2,2,2,222,At Risk,1,2025-09-30,5,24,2,0,0,7,1,33,-1.0,0.0,43.5,Win-Back Campaign,1,1297.49,1147.49
CUST00425,113,2,1502.44,2,2,2,222,At Risk,0,2025-09-30,12,46,4,2,2,9,2,25,,,,Win-Back Campaign,0,0.0,-150.0
CUST00426,77,2,1478.25,3,2,2,322,Regular Customers,1,2025-09-30,8,46,1,1,1,0,0,18,,,,Regular Engagement,1,1478.25,1328.25
CUST00427,1,2,331.53,5,2,1,521,Recent Customers,1,2025-09-30,4,12,2,1,1,1,0,6,-0.99,0.0,24.2,Onboarding & Nurture,1,331.53,181.52999999999997
CUST00428,74,5,2817.05,3,4,4,344,Loyal Customers,0,2025-09-30,1,5,0,0,0,0,0,10,-0.67,0.0,24.4,Regular Engagement,0,0.0,-150.0
CUST00429,6,1,432.48,5,1,1,511,Recent Customers,0,2025-09-30,13,76,2,2,1,8,2,9,-0.73,0.0,12.3,Onboarding & Nurture,0,0.0,-150.0
CUST00430,22,3,2369.81,4,3,3,433,Regular Customers,0,2025-09-30,0,0,0,0,0,2,0,0,,,,Regular Engagement,0,0.0,-150.0
CUST00431,154,2,903.65,1,2,2,122,At Risk,1,2025-09-30,1,3,0,0,0,5,1,31,,,,Win-Back Campaign,1,903.65,753.65
CUST00432,112,4,4954.810799999998,2,4,5,245,Loyal Customers,1,2025-09-30,9,30,4,2,2,9,0,18,,,,Regular Engagement,1,4954.810799999998,4804.810799999998
CUST00433,36,6,4884.34,4,5,5,455,Champions,0,2025-09-30,10,59,1,0,0,0,0,6,-0.135,1.0,21.475,Service Recovery,0,0.0,-150.0
CUST00434,293,2,1034.35,1,2,2,122,At Risk,0,2025-09-30,2,8,0,0,0,2,1,47,,,,Win-Back Campaign,0,0.0,-150.0
CUST00435,200,3,1740.56,1,3,3,133,Regular Customers,1,2025-09-30,1,3,0,0,0,2,1,48,-0.12,0.0,1.0,Regular Engagement,1,1740.56,1590.56
CUST00436,49,4,2770.92,3,4,4,344,Loyal Customers,0,2025-09-30,2,8,0,1,0,0,0,23,,,,Engagement Recovery,0,0.0,-150.0
CUST00437,151,1,729.22,1,1,1,111,At Risk,0,2025-09-30,0,0,0,0,0,0,0,33,,,,Win-Back Campaign,0,0.0,-150.0
CUST00438,64,3,2466.39,3,3,3,333,Regular Customers,1,2025-09-30,6,22,1,1,1,7,2,22,-0.5933333333333334,1.0,24.5,Regular Engagement,1,2466.39,2316.39
CUST00439,119,3,1981.34,2,3,3,233,Regular Customers,1,2025-09-30,7,18,3,1,1,0,0,18,-0.43,0.0,20.1,Regular Engagement,1,1981.34,1831.34
CUST00440,64,1,325.03,3,1,1,311,Regular Customers,1,2025-09-30,5,16,3,1,2,0,0,8,-0.9,1.0,33.9,Regular Engagement,1,325.03,175.02999999999997
CUST00441,211,1,786.67,1,1,2,112,At Risk,1,2025-09-30,1,5,0,0,0,0,0,33,0.11,0.0,25.6,Win-Back Campaign,1,786.67,636.67
CUST00442,69,8,4905.34,3,5,5,355,Loyal Customers,1,2025-09-30,2,8,1,0,0,0,0,22,-0.56,1.0,33.2,Engagement Recovery,1,4905.34,4755.34
CUST00443,265,3,1694.35,1,3,3,133,Regular Customers,1,2025-09-30,2,8,1,0,0,4,0,54,,,,Regular Engagement,1,1694.35,1544.35
CUST00444,232,1,520.84,1,1,1,111,At Risk,1,2025-09-30,1,4,0,0,0,2,1,51,,,,Win-Back Campaign,1,520.84,370.84000000000003
CUST00445,26,1,1594.8,4,1,3,413,Recent Customers,0,2025-09-30,4,11,1,0,1,7,1,5,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00446,26,1,521.16,4,1,1,411,Recent Customers,1,2025-09-30,9,48,4,3,1,2,0,3,,,,Onboarding & Nurture,1,521.16,371.15999999999997
CUST00447,36,7,3091.4,4,5,4,454,Champions,0,2025-09-30,6,16,3,0,2,3,1,18,-0.475,1.0,22.55,Service Recovery,0,0.0,-150.0
CUST00448,136,5,4291.91,2,4,5,245,Loyal Customers,1,2025-09-30,11,31,4,0,1,6,3,18,-0.19666666666666666,1.0,19.73333333333333,Regular Engagement,1,4291.91,4141.91
CUST00449,209,2,661.52,1,2,1,121,At Risk,1,2025-09-30,1,5,1,0,1,0,0,60,,,,Win-Back Campaign,1,661.52,511.52
CUST00450,44,1,862.9,4,1,2,412,Recent Customers,0,2025-09-30,5,27,1,1,1,0,0,2,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00451,29,4,3636.0,4,4,4,444,Champions,0,2025-09-30,3,16,1,0,1,0,0,4,-0.16999999999999998,0.0,11.15,Service Recovery,0,0.0,-150.0
CUST00452,256,6,1929.85,1,5,3,153,Loyal Customers,1,2025-09-30,2,10,1,0,0,0,0,53,0.02,0.0,13.5,Engagement Recovery,1,1929.85,1779.85
CUST00453,17,4,3032.93,5,4,4,544,Champions,0,2025-09-30,1,4,0,0,0,0,0,6,-0.41,0.0,16.5,Service Recovery,0,0.0,-150.0
CUST00454,13,4,2655.42,5,4,4,544,Champions,0,2025-09-30,17,99,3,2,1,10,1,0,0.8049999999999999,0.0,16.55,Regular Engagement,0,0.0,-150.0
CUST00455,273,3,1616.76,1,3,3,133,Regular Customers,1,2025-09-30,0,0,0,0,0,0,0,51,-0.09,0.0,44.1,Regular Engagement,1,1616.76,1466.76
CUST00456,147,4,3440.2,2,4,4,244,Loyal Customers,1,2025-09-30,0,0,0,0,0,4,1,37,-0.46,0.0,18.2,Engagement Recovery,1,3440.2,3290.2
CUST00457,321,2,1371.21,1,2,2,122,At Risk,1,2025-09-30,1,3,0,0,0,0,0,60,,,,Win-Back Campaign,1,1371.21,1221.21
CUST00458,4,2,1371.81,5,2,2,522,Recent Customers,0,2025-09-30,4,12,1,1,0,0,0,15,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00459,237,3,2928.0299999999997,1,3,4,134,Regular Customers,1,2025-09-30,5,18,2,1,1,2,0,49,-0.8049999999999999,0.0,23.85,Regular Engagement,1,2928.0299999999997,2778.0299999999997
CUST00460,19,11,9241.95,5,5,5,555,Champions,0,2025-09-30,8,39,2,2,0,3,1,14,-0.28,1.0,4.2,Service Recovery,0,0.0,-150.0
CUST00461,194,4,1579.47,1,4,3,143,Loyal Customers,1,2025-09-30,3,10,0,1,0,3,1,41,,,,Engagement Recovery,1,1579.47,1429.47
CUST00462,35,3,2689.5,4,3,4,434,Regular Customers,1,2025-09-30,2,8,1,0,0,0,0,0,-0.19,1.0,30.9,Regular Engagement,1,2689.5,2539.5
CUST00463,29,4,5048.68,4,4,5,445,Champions,0,2025-09-30,0,0,0,0,0,0,0,3,,,,Regular Engagement,0,0.0,-150.0
CUST00464,106,10,6495.79,2,5,5,255,Loyal Customers,1,2025-09-30,6,17,1,0,0,2,1,20,-0.19999999999999998,0.0,16.333333333333332,Regular Engagement,1,6495.79,6345.79
CUST00465,177,1,1298.74,1,1,2,112,At Risk,1,2025-09-30,3,13,1,0,1,2,1,34,,,,Win-Back Campaign,1,1298.74,1148.74
CUST00466,25,10,5238.91,4,5,5,455,Champions,0,2025-09-30,9,39,4,1,1,7,2,2,-0.4,0.0,19.15,Service Recovery,0,0.0,-150.0
CUST00467,3,2,1180.98,5,2,2,522,Recent Customers,0,2025-09-30,7,19,4,0,2,7,1,0,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00468,198,2,1077.8600000000001,1,2,2,122,At Risk,1,2025-09-30,1,3,0,0,0,4,1,36,-0.59,1.0,22.8,Win-Back Campaign,1,1077.8600000000001,927.8600000000001
CUST00469,19,3,1886.95,5,3,3,533,Regular Customers,0,2025-09-30,8,48,1,1,0,2,0,5,,,,Regular Engagement,0,0.0,-150.0
CUST00470,166,5,3508.62,1,4,4,144,Loyal Customers,1,2025-09-30,1,6,0,0,0,0,0,41,-0.85,1.0,40.0,Engagement Recovery,1,3508.62,3358.62
CUST00471,126,1,307.23,2,1,1,211,At Risk,1,2025-09-30,5,29,2,1,1,5,0,27,,,,Win-Back Campaign,1,307.23,157.23000000000002
CUST00472,114,3,2846.8,2,3,4,234,Regular Customers,0,2025-09-30,0,0,0,0,0,0,0,29,,,,Regular Engagement,0,0.0,-150.0
CUST00473,121,6,3513.72,2,5,4,254,Loyal Customers,1,2025-09-30,0,0,0,0,0,0,0,25,-0.8200000000000001,0.0,35.0,Engagement Recovery,1,3513.72,3363.72
CUST00474,22,3,1652.35,4,3,3,433,Regular Customers,0,2025-09-30,5,18,2,1,0,0,0,1,-0.29,1.0,10.3,Regular Engagement,0,0.0,-150.0
CUST00475,39,9,6843.600799999998,4,5,5,455,Champions,0,2025-09-30,2,8,1,0,0,1,0,6,,,,Regular Engagement,0,0.0,-150.0
CUST00476,140,7,6233.25,2,5,5,255,Loyal Customers,1,2025-09-30,6,28,3,1,1,0,0,24,-0.52,1.0,30.2,Engagement Recovery,1,6233.25,6083.25
CUST00477,60,4,3034.67,3,4,4,344,Loyal Customers,0,2025-09-30,2,8,1,1,0,3,1,11,,,,Regular Engagement,0,0.0,-150.0
CUST00478,31,2,862.04,4,2,2,422,Recent Customers,0,2025-09-30,8,35,3,1,2,3,1,0,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00479,269,1,319.34,1,1,1,111,At Risk,1,2025-09-30,5,20,1,1,1,1,0,42,0.68,0.0,1.9,Win-Back Campaign,1,319.34,169.33999999999997
CUST00480,148,7,4227.82,1,5,5,155,Loyal Customers,1,2025-09-30,2,6,0,0,0,0,0,28,,,,Engagement Recovery,1,4227.82,4077.8199999999997
CUST00481,43,2,934.12,4,2,2,422,Recent Customers,0,2025-09-30,10,53,2,1,1,8,1,4,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00482,32,4,2177.14,4,4,3,443,Loyal Customers,0,2025-09-30,15,66,3,2,1,12,1,19,,,,Regular Engagement,0,0.0,-150.0
CUST00483,107,7,4120.83,2,5,5,255,Loyal Customers,0,2025-09-30,3,10,1,1,1,0,0,10,-1.0,0.0,52.5,Regular Engagement,0,0.0,-150.0
CUST00484,62,5,5407.55,3,4,5,345,Loyal Customers,0,2025-09-30,9,36,1,1,0,0,0,16,-0.9666666666666667,1.0,33.666666666666664,Regular Engagement,0,0.0,-150.0
CUST00485,228,5,2971.02,1,4,4,144,Loyal Customers,1,2025-09-30,1,4,1,0,1,2,1,49,0.295,0.0,16.75,Engagement Recovery,1,2971.02,2821.02
CUST00486,44,1,810.16,4,1,2,412,Recent Customers,0,2025-09-30,10,28,3,2,2,1,0,9,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00487,29,7,2642.71,4,5,4,454,Champions,0,2025-09-30,2,10,1,0,1,0,0,14,-0.30833333333333335,1.0,20.833333333333332,Service Recovery,0,0.0,-150.0
CUST00488,217,4,2427.65,1,4,3,143,Loyal Customers,1,2025-09-30,8,43,2,0,1,5,1,51,,,,Engagement Recovery,1,2427.65,2277.65
CUST00489,210,1,963.44,1,1,2,112,At Risk,1,2025-09-30,10,52,5,1,3,3,0,32,,,,Win-Back Campaign,1,963.44,813.44
CUST00490,7,1,557.54,5,1,1,511,Recent Customers,0,2025-09-30,8,45,4,2,2,5,1,11,-0.36,0.0,5.5,Onboarding & Nurture,0,0.0,-150.0
CUST00491,97,1,540.89,2,1,1,211,At Risk,0,2025-09-30,10,40,3,2,1,5,1,20,-0.06,0.0,31.8,Win-Back Campaign,0,0.0,-150.0
CUST00492,61,6,5426.94,3,5,5,355,Loyal Customers,0,2025-09-30,0,0,0,0,0,0,0,16,-0.75,1.0,38.6,Regular Engagement,0,0.0,-150.0
CUST00493,108,2,1757.06,2,2,3,223,At Risk,1,2025-09-30,10,41,4,2,2,8,3,21,-0.1,0.0,26.8,Win-Back Campaign,1,1757.06,1607.06
CUST00494,11,1,660.15,5,1,1,511,Recent Customers,0,2025-09-30,6,19,2,1,1,0,0,0,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00495,45,2,2001.5900000000001,4,2,3,423,Recent Customers,0,2025-09-30,4,12,1,0,0,0,0,0,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00496,35,1,1586.18,4,1,3,413,Recent Customers,0,2025-09-30,4,20,0,1,0,0,0,10,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00497,159,1,1724.62,1,1,3,113,At Risk,1,2025-09-30,1,5,0,0,0,6,2,32,,,,Win-Back Campaign,1,1724.62,1574.62
CUST00498,24,2,970.31,4,2,2,422,Recent Customers,0,2025-09-30,3,17,1,1,0,0,0,0,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00499,18,3,2917.37,5,3,4,534,Regular Customers,0,2025-09-30,1,6,0,0,0,0,0,9,0.23,1.0,44.4,Regular Engagement,0,0.0,-150.0
CUST00500,43,3,3208.81,4,3,4,434,Regular Customers,0,2025-09-30,10,51,5,2,3,8,1,12,,,,Regular Engagement,0,0.0,-150.0
CUST00501,20,4,2834.75,5,4,4,544,Champions,0,2025-09-30,4,10,2,0,1,2,0,5,-0.75,0.0,35.8,Service Recovery,0,0.0,-150.0
CUST00502,17,2,1615.2400000000002,5,2,3,523,Recent Customers,0,2025-09-30,13,50,2,1,1,0,0,0,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00503,48,7,4458.49,3,5,5,355,Loyal Customers,0,2025-09-30,4,11,1,0,1,1,0,7,-0.48666666666666664,0.0,29.133333333333336,Regular Engagement,0,0.0,-150.0
CUST00504,15,1,1602.01,5,1,3,513,Recent Customers,0,2025-09-30,9,31,4,1,2,4,2,4,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00505,125,1,1027.23,2,1,2,212,At Risk,0,2025-09-30,9,41,4,0,1,3,1,32,,,,Win-Back Campaign,0,0.0,-150.0
CUST00506,38,9,8243.95,4,5,5,455,Champions,0,2025-09-30,0,0,0,0,0,7,1,15,-0.2975,0.0,29.9,Service Recovery,0,0.0,-150.0
CUST00507,120,2,2972.5207999999984,2,2,4,224,At Risk,1,2025-09-30,1,5,0,0,0,0,0,26,,,,Win-Back Campaign,1,2972.5207999999984,2822.5207999999984
CUST00508,148,1,717.51,1,1,1,111,At Risk,0,2025-09-30,6,26,2,1,1,0,0,37,,,,Win-Back Campaign,0,0.0,-150.0
CUST00509,21,1,954.21,4,1,2,412,Recent Customers,0,2025-09-30,9,54,1,3,0,5,1,4,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00510,162,4,3630.48,1,4,4,144,Loyal Customers,1,2025-09-30,4,22,1,1,1,4,1,29,-0.84,0.0,30.2,Engagement Recovery,1,3630.48,3480.48
CUST00511,5,4,2778.7,5,4,4,544,Champions,0,2025-09-30,18,64,1,4,1,0,0,5,-1.0,0.0,56.9,Service Recovery,0,0.0,-150.0
CUST00512,16,4,2468.63,5,4,3,543,Loyal Customers,1,2025-09-30,6,16,2,1,1,4,0,9,0.65,0.0,8.9,Regular Engagement,1,2468.63,2318.63
CUST00513,27,8,5289.39,4,5,5,455,Champions,0,2025-09-30,6,15,3,1,2,2,0,8,-0.12333333333333334,0.0,18.23333333333333,Service Recovery,0,0.0,-150.0
CUST00514,93,1,1687.55,2,1,3,213,At Risk,1,2025-09-30,11,55,1,0,0,10,4,13,,,,Win-Back Campaign,1,1687.55,1537.55
CUST00515,6,2,1540.13,5,2,3,523,Recent Customers,0,2025-09-30,2,8,0,0,0,0,0,2,-0.05,0.0,16.3,Onboarding & Nurture,0,0.0,-150.0
CUST00516,27,1,623.59,4,1,1,411,Recent Customers,1,2025-09-30,9,52,4,1,1,7,2,7,,,,Onboarding & Nurture,1,623.59,473.59000000000003
CUST00517,59,5,2777.25,3,4,4,344,Loyal Customers,0,2025-09-30,2,11,1,1,1,6,3,8,-0.365,1.0,28.65,Regular Engagement,0,0.0,-150.0
CUST00518,23,1,226.9,4,1,1,411,Recent Customers,0,2025-09-30,5,21,2,1,0,0,0,0,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00519,81,1,412.42,3,1,1,311,Regular Customers,0,2025-09-30,0,0,0,0,0,0,0,11,,,,Regular Engagement,0,0.0,-150.0
CUST00520,2,5,3130.28,5,4,4,544,Champions,0,2025-09-30,2,11,0,0,0,5,2,0,,,,Regular Engagement,0,0.0,-150.0
CUST00521,42,7,3626.0699999999997,4,5,4,454,Champions,0,2025-09-30,5,18,1,0,1,10,3,8,-0.39,0.0,32.5,Service Recovery,0,0.0,-150.0
CUST00522,462,1,1688.22,1,1,3,113,At Risk,1,2025-09-30,1,6,0,0,0,6,2,60,,,,Win-Back Campaign,1,1688.22,1538.22
CUST00523,29,3,2606.67,4,3,4,434,Regular Customers,0,2025-09-30,7,35,2,0,1,0,0,12,-0.57,0.0,40.8,Regular Engagement,0,0.0,-150.0
CUST00524,11,10,7161.96,5,5,5,555,Champions,1,2025-09-30,10,29,1,3,0,3,1,11,0.04500000000000001,0.0,16.3,Critical Retention,1,7161.96,7011.96
CUST00525,220,4,1916.75,1,4,3,143,Loyal Customers,1,2025-09-30,1,4,0,0,0,0,0,56,,,,Engagement Recovery,1,1916.75,1766.75
CUST00526,2,1,1131.41,5,1,2,512,Recent Customers,0,2025-09-30,6,15,2,1,1,0,0,0,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00527,113,6,5554.469999999999,2,5,5,255,Loyal Customers,0,2025-09-30,1,5,0,0,0,0,0,23,,,,Engagement Recovery,0,0.0,-150.0
CUST00528,14,1,556.1,5,1,1,511,Recent Customers,0,2025-09-30,12,43,5,3,1,3,0,9,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00529,63,1,1129.52,3,1,2,312,Regular Customers,0,2025-09-30,11,51,3,1,2,6,2,0,-0.83,0.0,29.8,Regular Engagement,0,0.0,-150.0
CUST00530,57,3,2183.4300000000003,3,3,3,333,Regular Customers,0,2025-09-30,2,10,1,0,0,3,0,13,,,,Regular Engagement,0,0.0,-150.0
CUST00531,43,2,648.41,4,2,1,421,Recent Customers,1,2025-09-30,1,4,0,0,0,2,0,19,-0.24,0.0,22.5,Onboarding & Nurture,1,648.41,498.40999999999997
CUST00532,118,4,4563.970799999999,2,4,5,245,Loyal Customers,1,2025-09-30,1,3,0,0,0,1,0,24,-1.0,0.0,43.0,Engagement Recovery,1,4563.970799999999,4413.970799999999
CUST00533,4,1,149.0,5,1,1,511,Recent Customers,0,2025-09-30,9,29,1,2,1,2,0,0,-1.0,0.0,51.0,Onboarding & Nurture,0,0.0,-150.0
CUST00534,74,5,3110.46,3,4,4,344,Loyal Customers,1,2025-09-30,4,23,2,1,0,0,0,18,-0.22,0.0,22.6,Regular Engagement,1,3110.46,2960.46
CUST00535,138,5,5156.9,2,4,5,245,Loyal Customers,1,2025-09-30,5,13,1,0,0,3,1,23,,,,Engagement Recovery,1,5156.9,5006.9
CUST00536,55,4,4432.75,3,4,5,345,Loyal Customers,0,2025-09-30,14,37,7,3,4,3,1,1,,,,Regular Engagement,0,0.0,-150.0
CUST00537,2,1,447.58,5,1,1,511,Recent Customers,0,2025-09-30,4,21,1,1,1,0,0,5,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00538,70,6,4026.69,3,5,5,355,Loyal Customers,0,2025-09-30,5,18,3,0,1,4,2,10,,,,Regular Engagement,0,0.0,-150.0
CUST00539,65,8,7275.9407999999985,3,5,5,355,Loyal Customers,0,2025-09-30,1,3,0,0,0,4,1,11,0.49333333333333335,0.0,19.133333333333333,Regular Engagement,0,0.0,-150.0
CUST00540,56,7,5087.94,3,5,5,355,Loyal Customers,0,2025-09-30,3,13,1,0,0,1,0,16,-0.52,1.0,10.200000000000001,Regular Engagement,0,0.0,-150.0
CUST00541,132,5,3404.94,2,4,4,244,Loyal Customers,0,2025-09-30,1,5,0,0,0,6,2,31,0.39,0.0,29.7,Engagement Recovery,0,0.0,-150.0
CUST00542,54,1,576.88,3,1,1,311,Regular Customers,0,2025-09-30,1,4,1,0,0,5,1,15,,,,Regular Engagement,0,0.0,-150.0
CUST00543,197,4,2320.55,1,4,3,143,Loyal Customers,1,2025-09-30,2,8,1,0,0,6,2,37,,,,Engagement Recovery,1,2320.55,2170.55
CUST00544,85,2,2284.46,2,2,3,223,At Risk,1,2025-09-30,6,15,2,0,1,0,0,21,,,,Win-Back Campaign,1,2284.46,2134.46
CUST00545,1,1,603.57,5,1,1,511,Recent Customers,0,2025-09-30,9,42,5,2,2,5,2,0,-0.56,0.0,18.7,Onboarding & Nurture,0,0.0,-150.0
CUST00546,3,2,2127.37,5,2,3,523,Recent Customers,0,2025-09-30,12,34,4,3,3,5,1,0,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00547,39,1,1001.24,4,1,2,412,Recent Customers,0,2025-09-30,6,22,0,1,0,7,0,10,-0.15,0.0,29.2,Onboarding & Nurture,0,0.0,-150.0
CUST00548,165,1,858.7,1,1,2,112,At Risk,0,2025-09-30,6,30,3,2,2,3,0,24,,,,Win-Back Campaign,0,0.0,-150.0
CUST00549,132,2,1035.57,2,2,2,222,At Risk,1,2025-09-30,1,3,0,0,0,4,1,31,0.1,0.0,8.2,Win-Back Campaign,1,1035.57,885.5699999999999
CUST00550,11,1,525.8,5,1,1,511,Recent Customers,0,2025-09-30,0,0,0,0,0,0,0,3,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00551,25,3,1964.0,4,3,3,433,Regular Customers,0,2025-09-30,10,48,4,1,3,4,2,8,,,,Regular Engagement,0,0.0,-150.0
CUST00552,4,1,567.45,5,1,1,511,Recent Customers,0,2025-09-30,12,63,5,3,1,6,1,1,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00553,293,4,3183.11,1,4,4,144,Loyal Customers,1,2025-09-30,2,6,1,0,0,4,0,56,,,,Engagement Recovery,1,3183.11,3033.11
CUST00554,7,3,1402.26,5,3,2,532,Regular Customers,0,2025-09-30,10,48,3,1,2,3,0,8,,,,Regular Engagement,0,0.0,-150.0
CUST00555,45,3,1924.03,4,3,3,433,Regular Customers,0,2025-09-30,3,11,1,0,0,3,1,2,-0.485,1.0,40.05,Regular Engagement,0,0.0,-150.0
CUST00556,26,1,936.16,4,1,2,412,Recent Customers,1,2025-09-30,1,5,0,0,0,0,0,0,-0.48,0.0,17.5,Onboarding & Nurture,1,936.16,786.16
CUST00557,16,6,4460.42,5,5,5,555,Champions,0,2025-09-30,17,67,6,1,4,6,1,16,-0.29,0.0,8.8,Service Recovery,0,0.0,-150.0
CUST00558,399,2,679.0699999999999,1,2,1,121,At Risk,1,2025-09-30,1,5,1,0,1,0,0,60,,,,Win-Back Campaign,1,679.0699999999999,529.0699999999999
CUST00559,1,2,1344.49,5,2,2,522,Recent Customers,0,2025-09-30,2,9,1,0,0,5,1,0,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00560,231,1,1135.13,1,1,2,112,At Risk,1,2025-09-30,1,4,0,0,0,3,0,51,,,,Win-Back Campaign,1,1135.13,985.1300000000001
CUST00561,4,1,256.33,5,1,1,511,Recent Customers,0,2025-09-30,16,85,4,4,2,0,0,0,0.0,0.0,25.2,Onboarding & Nurture,0,0.0,-150.0
CUST00562,259,2,899.8599999999999,1,2,2,122,At Risk,1,2025-09-30,1,3,0,0,0,6,1,45,-0.47,0.0,46.85,Win-Back Campaign,1,899.8599999999999,749.8599999999999
CUST00563,105,2,887.86,2,2,2,222,At Risk,1,2025-09-30,1,3,0,0,0,3,0,20,,,,Win-Back Campaign,1,887.86,737.86
CUST00564,130,8,4592.1900000000005,2,5,5,255,Loyal Customers,1,2025-09-30,10,57,1,1,1,0,0,27,-0.36333333333333334,0.0,26.8,Engagement Recovery,1,4592.1900000000005,4442.1900000000005
CUST00565,39,1,275.55,4,1,1,411,Recent Customers,0,2025-09-30,10,48,3,3,1,5,2,7,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00566,22,1,657.76,4,1,1,411,Recent Customers,0,2025-09-30,25,91,7,2,1,0,0,3,,,,Onboarding & Nurture,0,0.0,-150.0
CUST00567,3,8,4922.05,5,5,5,555,Champions,0,2025-09-30,9,29,1,3,0,0,0,0,-0.58,1.0,39.5,Service Recovery,0,0.0,-150.0
CUST00568,34,1,482.12,4,1,1,411,Recent Customers,1,2025-09-30,3,17,1,1,1,3,0,10,,,,Onboarding & Nurture,1,482.12,332.12
CUST00569,113,1,430.0,2,1,1,211,At Risk,0,2025-09-30,7,22,3,2,2,7,3,23,,,,Win-Back Campaign,0,0.0,-150.0
CUST00570,168,3,2545.7200000000003,1,3,3,133,Regular Customers,1,2025-09-30,0,0,0,0,0,2,1,27,-0.47,0.0,22.5,Regular Engagement,1,2545.7200000000003,2395.7200000000003
CUST00571,32,1,598.14,4,1,1,411,Recent Customers,0,2025-09-30,5,29,0,1,0,1,0,4,0.84,0.0,10.4,Onboarding & Nurture,0,0.0,-150.0
CUST00572,51,6,3305.75,3,5,4,354,Loyal Customers,1,2025-09-30,8,34,1,1,0,6,0,24,,,,Engagement Recovery,1,3305.75,3155.75
CUST00573,125,5,2912.39,2,4,4,244,Loyal Customers,1,2025-09-30,0,0,0,0,0,0,0,25,-0.61,0.0,17.8,Engagement Recovery,1,2912.39,2762.39
